ID;title;description;content;item_from;item_type;item_source;permalink;tags;"ClassificaÁ„o da Obra";;"Tipo de Materia";"Ano de PublicaÁ„o";Autor;Ilustrador;Tradutor;EdiÁ„o;Editora;"SÈrie (ColeÁ„o)";"Local de PublicaÁ„o";ISBN/ISSN;"N˙mero de P·ginas";Resenha;Volume;PremiaÁ„o;Files
141;"Miss„o : assustar a irm„";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=141;;;;;;;;;;"Melhorament os";;;"85-06-03783-
2";;;;;
256;"Poemas avoados";"Autor: Cunha, Leo, Forcat, Nat·lia, Ano:  2004,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=256;;;;;;;;;;Saraiva;;;"85-02-04769-
8";;;;;;
257;"A ·gua que vai pro cÈu";"Autor: Diniz, Norival Calvi, Gian Ano:  1993,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=257;;;;;;;;;"2. ed.";"Autores & Agentes & Associados";;;"85-7210-008-
3";;;;;;
258;"Dois fios";"Autor: Molist, Pep Urberuaga, Emilio Polito, Ronald Ano:  2012,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=258;;;;;;;;;;"Cosac Naify";;;"978-85-405-
0123-2";;;;;;
259;"O gavi„o";"Autor: Matuck, Rubens Ano:  1992,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=259;;;;;;;;;;√Åtica;;;"85-08-04281-
7";;;;;;
260;"A sucuri";"Autor: FranÁa, Mary FranÁa, Eliardo Ano:  1989,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=260;;;;;;;;;"2. ed.";√Åtica;;;"85-08-01543-
7";;;;;;
261;"A sucuri";"Autor: FranÁa, Mary FranÁa, Eliardo Ano:  1986,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=261;;;;;;;;;;√Åtica;;;"85-08-01543-
7";;;;;;
262;"A velhinha maluquete";"Autor: Machado, Ana Maria Borges, RogÈrio Ano:  1998,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=262;;;;;;;;;;Moderna;;;"85-16-01920-
9";;;;;;
263;"Pato sem patr„o";"Autor: Carvalho, Marco Antonio de Cena, Marco Ano:  1997,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=263;;;;;;;;;"6. ed.";"Mercado Aberto";;;"85-280-0044-
3";;;;;;
264;"Os quatro...?";"Autor: Pacce, Cl·udia Furnari, Eva Ano:  1996,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=264;;;;;;;;;;Global;;;"85-260-0522-
7";;;;;;
265;"O urso e o esquilo";"Autor: Putnikovich, Radomir Bienfait, AndrÈe Amado, EugÍnio Ano:  1992,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=265;;;;;;;;;;"Villa Rica";;;;;;;;;
266;FamÌlia;"Autor: Heine, Evelyn Uechi, Beto Ano:  [2007?],";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=266;;;;;;;;;;BrasiLeitura;;;"85-7398-092-
3";;;;;;
267;"Se Deus n„o fez... Se deus fez";"Autor: Borges, Nelson Vieira, Andrei GonÁalves Ano:  2000,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=267;;;;;;;;;;"Casa Publicadora Brasileira";;;"85-345-0682-
5";;;;;;
268;"Pequeno pode tudo";"Autor: Bandeira, Pedro Martins, Alberto Llinares Ano:  1987,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=268;;;;;;;;;;Moderna;;;;;;;;;
269;"De Avestruz a Zebra";"Autor: Carril, Maiti Frank Frank, Rodrigo Ano:  2002,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=269;;;;;;;;;"8. ed.";√Åtica;;;"85-08-02872-
5";;;;;;
270;"Casa de pouca conversa";"Autor: Lago, Angela Ano:  1993,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=270;;;;;;;;;;RHJ;;;;;;;;;
271;"Outra combinaÁ„o";"Autor: GÛes, L˙cia Pimentel GÛes, Alice Ano:  1985,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=271;;;;;;;;;"14. ed.";"Editora do Brasil,";;;;;;;;;
272;"A ·gua que vai pro cÈu";"Autor: Diniz, Norival Calvi, Gian Ano:  1988,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=272;;;;;;;;;;"Autores & Agentes & Associados";;;"85-7210-008-
3";;;;;;
273;"Octopus's Garden: jardim de polvo";"Autor: Starr, Ringo. Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=273;M˙sica;"Infantil::Leitor com Habilidade";;Livro;2014;;"Cort, Ben.";" Bueno, Lenice.";;Salamandra;;"S√£o Paulo";"978-85-16-
09272-6";26;;;;;
275;"HistÛrias de bruxa boa";"Autor: Luft, Lya. Ano:  2004.";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=275;;"Infantil::Leitor com Habilidade";;Livro;2002;;"Susana, Luft.";;;Record;;"Rio de Janeiro";"85-01-06921-
3";94;;;;;
277;"Quando esta histÛria aconteceu, num tempo que n„o foi ontem, nem hoje, nem tempo nenhum";"Autor: Garner, Alan , Messenger, Norman , Amaro, JosÈ Ano:  1997,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=277;;;;;;;;;;"Companhia das Letrinhas,";;;"85-85466-83-
9";;;;;;
278;"O nascimento do Vsconde";"Autor: Lobato, Monteiro, Rodrigues, Moacir Ano:  [19--?],";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=278;;;;;;;;;;Brasiliense,;;;;;;;;;
279;"O casamento da EmÌlia";"Autor: Lobato, Monteiro, Rodrigues, Moacir Ano:  [19--?].,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=279;;;;;;;;;;Brasiliense,;;;;;;;;;
280;"O dilema do bicho-pau";"Autor: Machado, Angelo Abreu, Raquel LourenÁo Ano:  1997,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=280;;;;;;;;;"1. ed.";"Nova Fronteira,";;;"85-209-0839- X";;;;;;
281;"O trÍs cachimbos";"Autor: Muralha, SidÛnio Martins, Priscila Ano:  2001,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=281;;;;;;;;;"2. ed.";Global,;;;"85-260-0588- X";;;;;;
282;"Sete cavalos na berlinda";"Autor: Muralha, SidÛnio SzÈliga, M·rcia Ano:  1997,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=282;;;;;;;;;;Global,;;;"85-260-0551-
0";;;;;;
283;"O menino e a nuvem";"Autor: Carvalho, AndrÈ, Martins, Cl·udio. Ano:  1998,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=283;;;;;;;;;"11. ed.";"Armaz√©m de Id√©ias,";;;;;;;;;
284;"A velhinha maluquete: ou promessa de bicho e promessa de gente";"Autor: Machado, Ana Maria Conforto, Gerson Ano:  1986,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=284;;;;;;;;;"1. ed.";"Ao Livro T√©cnico,";;;"85-215-0326-
1";;;;;;
285;"Uma menina, um menino, o amor";"Autor: Rezende, Nilza Araujo, Rose Ano:  1992,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=285;;;;;;;;;;"Mem√≥rias Futuras";;;;;;;;;
286;"A pequena bruxa";"Autor: Bandeira, Pedro Herrero, Carlos Edgar Ano:  1998,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=286;;;;;;;;;;Moderna;;;851602269;;;;;;
287;"O grande festival das cigarras";"Autor: Houry, Jussara Rocha Ano:  1993,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=287;;;;;;;;;;"Edi√ß√µes Baga√ßo";;;;;;;;;
288;"Babau, o sapo clonado";"Autor: Quintella, Ruth Ano:  2002,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=288;;;;;;;;;;Grafmarques;;;;;;;;;
289;"As roupas do papai foram embora";"Autor: Pimentel, LuÌs Fl·vio Ano:  2000,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=289;;;;;;;;;"4. ed.";Record;;;"85-01-03860-
1";;;;;;
290;"Severino faz chover";"Autor: Machado, Ana Maria Lima, GraÁa Ano:  1994,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=290;;;;;;;;;;Salamandra;;;"85-281-0090-
1";;;;;;
291;"Um pequeno caso de amor";"Autor: Prado, Zuleika de Almeida Bianchi, Zuleika Ano:  2004,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=291;;;;;;;;;;Cortez;;;"85-249-1011-
9";;;;;;
292;"HistÛrias e lorotas da vovÛ";"Autor: Pinsky, Mirna Fittipaldi, CiÁa Ano:  1988,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=292;;;;;;;;;;FTD;;;;;;;;;
293;I;"Autor: Liao, Jimmy Lin Jun
Cong Tangtang Ano:  2012,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=293;;;;;;;;;;"Comboio de Corda";;;"978-85-8072-
027-3";;;;;;
294;"Ludi e os fantasmas da biblioteca nacional";"Autor: Sandroni, Luciana Albini, Eduardo Ano:  2011,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=294;;;;;;;;;;Manati;;;"978-85-
86218-78-1";;;;;;
295;"Uma menina, um menino, o amor";"Autor: Rezende, Nilza Araujo, Rose Ano:  1992,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=295;;;;;;;;;;"Mem√≥rias Futuras";;;;;;;;;
296;Filomena;"Autor: Nazareth. Carlos Augusto, Vigna, Elvira, Ano:  2004,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=296;;;;;;;;;;Lamparina,;;;85-9821-16-0;;;;;;
297;"Contanto histÛrias: contos infantis";"Autor: Jacintho, Nelson , Ano:  2004,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=297;;;;;;;;;;FUNPEC,;;;"85-87528-74-
2";;;;;;
298;I;"Autor: Lobato, Monteiro, Victor filho, Manoel Ano:  1984,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=298;;;;;;;;;"15 ed.";Brasiliense,;;;;;;;;;
299;"Muito prazer, pai";"Autor: Leite, M·rcia Vilela, AndrÈa Ano:  1998,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=299;;;;;;;;;;"Formato Editorial,";;;"85-7208-186-
0";;;;;;
300;"Praga de unicÛrnio";"Autor: Machado, Ana Maria Guimar„es, Humberto Ano:  [1993?].,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=300;;;;;;;;;"4. ed.";"Nova Fronteira,";;;;;;;;;
301;"As coisas n„o s„o apenas coisas";"Autor: Cisalpino, Murilo, Lelis, Marcelo Ano:  1996,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=301;;;;;;;;;;"Formato Editorial,";;;"85-7208-199-
2";;;;;;
302;"Para onde o coraÁ„o aponta";"Autor: Cisalpino, Murilo, Lelis, Marcelo Ano:  1996,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=302;;;;;;;;;;"Formato Editorial,";;;"85-7208-118-
6";;;;;;
303;"Guardachuvando doideiras";"Autor: Orthof, Sylvia Tato Ano:  1992,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=303;;;;;;;;;"2. ed.";Atual,;;;"85-7056-395-
7";;;;;;
304;"Uma luz diferente no cÈu: o cometa Halley";"Autor: Nunes, Marcomede Rangel Conforto, Gerson Ano:  1985,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=304;;;;;;;;;;"Ao Livro T√©cnico,";;;"85-215-0239-
7";;;;;;
305;I;"Autor: Rodari, Gianni Liliana EugÍnia, Maria
Iacocca, Michele Ano:  2004,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=305;;;;;;;;;;"Edi√ß√µes SM,";;;"85-98457-36-
1";;;;;;
306;"MaurÌcio, o le„o de menino";"Autor: Maria, Fl·via, Fernandes, MillÙr Ano:  1981,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=306;;;;;;;;;;Summus;;;;;;;;;
307;"A bomba de chocolate";"Autor: Motta, Manoel, Dansa, Salmo Ano:  1998,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=307;;;;;;;;;"9. ed.";FTD,;;;"85-322-0769-
3";;;;;;
308;"Licinha a menininha sem letras";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=308;;;;;;;;;"5. ed.";Paulinas,;;;"85-7311-370-
7";;;;;;
309;"A Fada Madrinha (do consumo)";"Autor: Muylaert, Anna, Reis, Miguel Mendes, Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=309;;;;;;;;;;"Melhorament os";;;"978-85-06-
07143-4";;;;;;
310;Folha.;"Autor: King, Stephen Michael.
Aquino, Gilda.
Souza, Paulo Chagas de. Ano:  2008,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=310;;;;;;;;;"1. ed.";"Brinque- Book,";;;"9788574122
427";;;;;;
311;"Viva o verde";"Autor: Aymone, Sandra Ano:  1993,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=311;;;;;;;;;;"Mem√≥rias Futuros";;;;;;;;;
312;"A confus„o de Janj„o";"Autor: Nahum, Erdna Perugine Guedes, Avelino Pereira Ano:  1988,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=312;;;;;;;;;;Scipione;;;;;;;;;
313;"O incrÌvel ·lbum de picolina, a pulga viajante";"Autor: Erber, Laura Cristaldi, Maria Ano:  ,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=313;;;;;;;;;;;;;"978-85-7596-
30-81";;;;;;
314;"Quem mexeu na minha floresta?";"Autor: Cornavaca, Adalberto. Ano:  2014.";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=314;;Imagem;;Livro;2014;;;;;Paulus;;"S√£o Paulo";"978-85-349-
3991-1";31;;;;;
316;"No fim do mundo muda o fim";"Autor: Martins, Cl·udio Ano:  2004,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=316;;;;;;;;;;Dimens√£o,;;;"85-7319-447-
2";;;;;;
317;"De surpresa em surpresa";"Autor: Abramovich, Fanny Palmiro, SÈrgio Ano:  2002,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=317;;;;;;;;;"3. ed.";Saraiva;;;"85-02-03900-
8";;;;;;
318;"Minimagin·rio de Andersen.";"Autor: Canton, Katia. Dansa, Salmo. Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=318;;;;;;;;;"1. ed.";"Companhia das Letrinhas";;;"9788574065
861";;;;;;
319;I;"Autor: Caulos Ano:  1999,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=319;;;;;;;;;"4. ed.";Pallotti;;;"85-254-0457-
8";;;;;;
320;"A flauta da lua";"Autor: Wood, Audrey Wood, Don Ano:  1992,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=320;;;;;;;;;;√Åtica;;;"85-08-04283-
3";;;;;;
321;"Em busca da cidade perdida";"Autor: Wood, A. J. Green, Jen Belinky, Tatiana Downer, Maggie Ano:  1997,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=321;;;;;;;;;;"Brinque- Book";;;"85-7412-004-
9";;;;;;
322;"FeitiÁo cruzado";"Autor: Watanabe, Luci Guimar„es Ano:  1999,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=322;;;;;;;;;;Atual;;;"85-357-0009-
9";;;;;;
323;"Rip Van Winkle";"Autor: Irving, Washington Howe, John Belinky, Tatiana Ano:  1998,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=323;;;;;;;;;"6. ed.";√Åtica;;;"85-08-03728-
7";;;;;;
324;"No velho oeste assombrado";"Autor: Weiss, Mery Canini Ano:  1993,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=324;;;;;;;;;;"Mercado Aberto";;;"85-280-0252-
7";;;;;;
325;"PocotÛ! PocotÛ!";"Autor: Weiss, Mery Ano:  1999,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=325;;;;;;;;;;Atual;;;"9-788570-
569868";;;;;;
326;"Outra vez os trÍs porquinhos";"Autor: VerÌssimo, …rico Ivan
Marcello Ano:  1992,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=326;;;;;;;;;;Globo;;;"85-250-1096-
0";;;;;;
327;"O estranho bicho Zim";"Autor: Silva, Fl·via Lins Egrejas, Fabiana Ano:  2002,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=327;;;;;;;;;;"Jorge Zahar";;;"85-7110-680-
0";;;;;;
328;"IdÈia Maluca";"Autor: Vasconcellos, Cecilia Castanha, Marilda Ano:  1995,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=328;;;;;;;;;;Ediouro;;;8500927976;;;;;;
329;"Girimunda gira o mundo";"Autor: Weiss, Mery Canini Ano:  1993,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=329;;;;;;;;;;"Mercado Aberto";;;8528002500;;;;;;
330;"A histÛria do pequeno Pinguim";"Autor: Wood, Audrey Padovan, Gisela Maria Ano:  1994,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=330;;;;;;;;;;√Åtica;;;8508040393;;;;;;
331;SÛ;"Autor: Xuxa Denise Fernando Ano:  1985,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=331;;;;;;;;;;"Nova Fronteira";;;;;;;;;
332;"VovÙ foi viajar";"Autor: Veneza, MaurÌcio Ano:  1997,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=332;;;;;;;;;;Compor;;;8586740063;;;;;;
333;"As escapulidas misteriosas do vovÙ";"Autor: Watanabe, Luci Guimar„es Le„o, Adriana Ano:  1996,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=333;;;;;;;;;;"Formato Editorial";;;8572081461;;;;;;
334;"A princesa Tiana e o sapo GazÈ";"Autor: Vassalo, M·rcio Massarani, Mariana Ano:  1998,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=334;;;;;;;;;;"Brinque- Book";;;"85-7412-032-
4";;;;;;
335;"Olhe o que vocÍ fez, Peteco!";"Autor: Weninger, Brigitte Tharlet, Eve Telles, Ruth Ano:  1996,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=335;;;;;;;;;;√Åtica;;;"85-08-07074-
8";;;;;;
336;"Stefano. Maria Teresa Andruetto.";"Autor: Andruetto, Maria Teresa.
Colasanti, Marina. Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=336;;;;;;;;;"1. ed.";Global;;;"9788526020
696";;;;;;
337;"Contos de passagem.";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=337;;;;;;;;;;Ba√≥ba;;;"9788566653
465";;;;;;
338;I;"Autor: Ziegesar, Cecily. Vinagre, Ryta. Nobre, Rafael. Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=338;;;;;;;;;"1. ed.";"Galera Record";;;"9788501042
101";;;;;;
339;"Tempo de beijar.";"Autor: Reis, Fl·via. Ano:  2013,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=339;;;;;;;;;"1. ed.";Callis;;;"9788574169
033";;;;;;
340;"Contos ao redor da fogueira.";"Autor: Barbosa, RogÈrio Andrade.
Oliveira, Rui. Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=340;;;;;;;;;"1. ed.";Rovelle;;;"9788582750
193";;;;;;
341;"O casaco.";"Autor: Rosa, Sonia. Anielizabeth Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=341;;;;;;;;;"1. ed.";Rovelle;;;"9788582750
209";;;;;;
342;"Miss„o Moleskine.";"Autor: Rezende, Stella Maris.
Farias, Adilson. Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=342;;;;;;;;;"1. ed.";Globo;;;"9788525056
696";;;;;;
343;"Pela casa se conhece o dono.";"Autor: Cordille, Didier.
Ajzenberg, Bernardo. Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=343;;;;;;;;;;"Cosac Naify";;;"9788540505
971";;;;;;
344;"O nascimento de Celestine.";"Autor: Vincent, Gabrielle. Croix, Arnaud de la. Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=344;;;;;;;;;"1. ed.";"Editora 34";;;"9788573265
675";;;;;;
345;"Um elefante se balanÁa...";"Autor: Dubuc, Marianne.
Bruchard, DorothÈe de. Costa, Lara de Bruchard. Ano:  2013,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=345;;;;;;;;;;"Editora DCL";;;"9788536815
947";;;;;;
346;"O que faz a Lua ‡ noite?";"Autor: Herbauts, Anne.
Bruchard, DorothÈe de. Ano:  2013,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=346;;;;;;;;;"1. ed.";"Editora DCL";;;"9788536816
098";;;;;;
347;"A terra das coisas perdidas";"Autor: Segato, Carlos Augusto Guilherme, Marcos Ano:  2003,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=347;;;;;;;;;"10. ed.";Atual;;;"85-357-0316-
0";;;;;;
348;"Longe, t„o perto";"Autor: Dill, LuÌs Melo, PatrÌcia Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=348;;;;;;;;;;Zit;;;"9788579330
605";;;;;;
349;"Cantigas de ninar vento";"Autor: Souza, Gl·ucia de Biazetto, Cristina Herrmann, Jorge Ano:  2004,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=349;;;;;;;;;;Kalligr√°phos;;;"85-88577-02- X";;;;;;
350;"Tudo pode ser brinquedo";"Autor: Souza, Angela Leite de Ano:  1992,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=350;;;;;;;;;;L√™;;;;;;;;;
351;"O nariz do general";"Autor: Shuravel, May Ano:  1999,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=351;;;;;;;;;;Moderna;;;"85-16-02256-
0";;;;;;
352;"Mania de trocar";"Autor: Santos, Joel Rufino dos Grego Ano:  1991,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=352;;;;;;;;;"5. ed.";Moderna;;;;;;;;;
353;"CaÁa ao tesouro: leia a histÛria, resolva os enigmas e encontre o tesouro";"Autor: Wood, A. J. Downer, Maggie Aquino, Gilda de Ano:  1992,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=353;;;;;;;;;;"Brinque- Book";;;"85-7412-003-
0";;;;;;
354;"A chegada do invasor";"Autor: Souza, Fl·vio de Dantas, Paulo Ricardo Ano:  1990,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=354;;;;;;;;;;FTD;;;"85-322-0165-
2";;;;;;
355;"Uma gota de sangue";"Autor: Showers, Paul Madden, Don
Zanetti, AntÙnia Maria Ano:  1995,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=355;;;;;;;;;"3. ed.";√Åtica;;;"85-08-
055535-8";;;;;;
356;"O saci e o curupira";"Autor: Santos, Joel Rufino dos Teixeira, Zefl·vio Ano:  1995,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=356;;;;;;;;;"5. ed.";√Åtica;;;"85-08-03745-
7";;;;;;
357;"A botija de ouro";"Autor: Santos, Joel Rufino dos Teixeira, JosÈ Fl·vio Ano:  1988,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=357;;;;;;;;;"4. ed.";√Åtica;;;"85-08-01739-
1";;;;;;
358;"O patinho e a pena";"Autor: SÈbille, Colette SÈbille, Colette
Almeida, L˙cia Machado de Ano:  1987,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=358;;;;;;;;;"5. ed.";√Åtica;;;"85-08-01954-
8";;;;;;
